Name of Event,Category,Date(s),Location,Estimated Size of Event,Number of People/ Capacity of Space,Source for # People,Source Org Title,Article Title,Mention of Police Presence (Y/N),Source for police presence,Official Media Presence,Notes_x,Source 1 URL,Source 2 URL,Address,Venue Capacity,Venue Type,Completed,Main Source for Search,Notes_y,Source,Latitude,Longitude
Sleigh Bells,Music,2018-08-17 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.jambase.com/show/sleigh-bells-metro-20180817,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Nothing But Thieves,Music,2018-09-13 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Nothing But Thieves,,,,,https://www.concertarchives.org/concerts/nothing-but-thieves--71,https://www.setlist.fm/setlist/nothing-but-thieves/2018/metro-chicago-il-63e992df.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Andrew W.K. / Emo Night Brooklyn,Music,2018-09-15 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Metro Chicago's Concert History,,,,,https://www.concertarchives.org/venues/metro-chicago,https://patch.com/illinois/chicago/riot-fest-2018-schedule-when-see-run-jewels-liz-phair,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Gorilla Biscuits / Modern Life is War / True Love,Music,2018-09-29 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.bandsintown.com/e/1009964218-gorilla-biscuits-at-metro,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
HONNE,Music,2018-09-29 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,HONNE,,,,,https://www.concertarchives.org/concerts/honne-960969ad-7c46-46f9-801c-bcdc7058afb3,https://www.jambase.com/show/honne-metro-20180929,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Blood Red Shoes / The Presets,Music,2018-10-04 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Blood Red Shoes / The Presets,,,,,https://www.concertarchives.org/concerts/blood-red-shoes-the-presets,https://do312.com/events/2018/10/4,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Amps on the Lawn Tour,Music,10/13/2018 - 10/14/2018,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Amps on the Lawn Tour,,,,,https://www.concertarchives.org/concerts/amps-on-the-lawn-tour,https://www.setlist.fm/setlist/liz-phair/2018/metro-chicago-il-43968f4b.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Mykki Blanco / She Wants Revenge / Tessa Rae,Music,2018-10-20 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Mykki Blanco / She Wants Revenge / Tessa Rae,,,,,https://www.concertarchives.org/concerts/she-wants-revenge-with-mykki-blanco-and-tessa-rae-at-metro-october-20-2018,https://do312.com/events/2018/10/20/she-wants-revenge-mykki-blanco-tessa-rae,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
MC50 Presents Kick Out the Jams - 50th Anniversary Tour,Music,2018-10-24 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://metrochicago.com/event/mc50-presents-kick-jams-50th-anniversary-tour/kickoutthejams_10242018/,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Billie Eilish,Music,2018-10-28 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Billie Eilish,,,,,https://www.concertarchives.org/concerts/billie-eilish-96e76884-7852-4735-9975-9a0fd8ed9629,https://www.anchrmagazine.com/gigswedig/2018/10/30/billie-eilish-metro,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
This Will Destroy You / Steve Hauschildt,Music,2018-11-02 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,This Will Destroy You / Steve Hauschildt,,,,,https://www.concertarchives.org/concerts/this-will-destroy-you-steve-hauschildt,https://do312.com/events/live-music/2018/11/02,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Jake Shears,Music,2018-11-07 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Jake Shears,,,,,https://www.concertarchives.org/concerts/jake-shears,https://www.setlist.fm/setlist/jake-shears/2018/metro-chicago-il-397b9d7.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
The Story So Far / Citizen / Turnover / Movements,Music,2018-11-08 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Metro Chicago's Concert History,,,,,https://www.concertarchives.org/venues/metro-chicago,https://stitchedsound.com/the-story-so-far-turnover-citizen-movements-chicago-il-11-8-18/,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
The Orb / Vapor Eyes,Music,2018-11-10 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://ra.co/events/1145569,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Death From Above 1979,Music,2018-11-16 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.jambase.com/show/death-from-above-metro-20181116,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Every Time I Die,Music,2018-11-12 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.jambase.com/show/every-time-i-die-metro-20181112,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Death from Above 1979 / Le Butcherettes,Music,2018-11-16 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Death from Above 1979 / Le Butcherettes,,,,,https://www.concertarchives.org/concerts/death-from-above-1979-with-le-butcherettes-at-metro-november-16-2018,https://www.jambase.com/show/death-from-above-metro-20181116,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Palaye Royale The Final Boom Tour,Music,2018-11-18 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.jambase.com/show/palaye-royale-metro-20181118,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Horton's Holiday Hayride,Music,2018-11-30 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://do312.com/events/2018/11/30/reverend-horton-heat-junior-brown-the-blasters-big-sandy,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
The Want House Party with 3OH!3 and Emo Nite,Music,2018-12-02 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Metro Chicago's Concert History,,,,,https://www.concertarchives.org/venues/metro-chicago,https://do312.com/events/2018/12/2/3oh3-emo-nite-the-want-house-party-tour-w-lil-aaron,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Stars / My Brightest Diamond,Music,2018-12-05 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Stars / My Brightest Diamond,,,,,https://www.concertarchives.org/concerts/stars-my-brightest-diamond-e6817dc7-81ef-47b6-bdef-bab287c980b6,https://do312.com/events/2018/12/5/stars-my-brightest-diamond,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Role Models / Omar Apollo / Manwolves / Kenny Hoopla,Music,2018-12-07 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://do312.com/events/2018/12/7/omar-apollo,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Eve 6,Music,2018-12-08 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Eve 6,,,,,https://www.concertarchives.org/concerts/eve-6-3901fcde-7080-4acd-a2b4-c3b032ffd19c,https://www.setlist.fm/setlist/eve-6/2018/metro-chicago-il-7394a6d5.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Gang of Youths,Music,2018-12-14 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Gang of Youths,,,,,https://www.concertarchives.org/concerts/gang-of-youths-at-metro-december-14-2018,https://www.setlist.fm/setlist/gang-of-youths/2018/metro-chicago-il-4b949f22.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Post Animal / Paul Cherry / Divino Niño,Music,2018-12-15 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://do312.com/events/2018/12/15/post-animal,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Alkaline Trio / Masked Intruder,Music,2019-01-03 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.setlist.fm/setlist/alkaline-trio/2019/metro-chicago-il-1b941508.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Alkaline Trio / Sincere Engineer,Music,2019-01-04 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.setlist.fm/setlist/alkaline-trio/2019/metro-chicago-il-2b94147a.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Sons of the Silent Age,Music,2019-01-12 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://www.setlist.fm/setlist/sons-of-the-silent-age/2019/metro-chicago-il-7b85aad4.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Snail Mail / Lala Lala,Music,2019-01-17 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Metro's Concert History,,,,,https://www.concertarchives.org/venues/the-metro--19?page=2#concert-table,https://do312.com/events/2019/1/17/snail-mail,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
King Princess,Music,2019-01-18 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Metro Chicago's Concert History,,,,,https://www.concertarchives.org/venues/metro-chicago,https://www.setlist.fm/setlist/king-princess/2019/metro-chicago-il-b95a52a.html,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
Taylor Bennett’s Birthday Bash,Music,2019-01-19 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,Taylor Bennett’s Birthday Bash,,,,,https://www.concertarchives.org/concerts/taylor-bennett-s-birthday-bash,http://www.primefortune.co/events/taylor-bennetts-birthday-bash-at-the-metro-119,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
The Lemon Twigs / Jackie Cohen,Music,2019-01-25 00:00:00,Metro,Medium,1100,https://www.choosechicago.com/listing/the-metro/,Concert Archives,The Lemon Twigs / Jackie Cohen,,,,,https://www.concertarchives.org/concerts/the-lemon-twigs-jackie-cohen,https://do312.com/events/2019/1/25/the-lemon-twigs,"3730 N Clark St, Chicago, IL 60613",1100.0,Music,"Completed Concert Archives, need check for other events on do312",Concert Archives,,https://www.choosechicago.com/listing/the-metro/,41.949809,-87.658939
